gene_id	chrom	start	end	strand
ENSG00000186919	17	74068042	74079747	1
ENSG00000168264	1	234740015	234745271	-1
ENSG00000106459	7	129251555	129396922	1
ENSG00000196422	9	138371648	138380739	1
ENSG00000172650	10	75434033	75457639	-1
ENSG00000173726	1	235272651	235292251	-1
ENSG00000111961	6	148593440	148873186	1
ENSG00000108515	17	4851387	4860426	1
ENSG00000156269	4	80146848	80247204	-1
ENSG00000143217	1	161040785	161059389	-1
ENSG00000169469	1	153003678	153005376	1
ENSG00000186265	3	112182815	112218408	-1
ENSG00000128567	7	131185021	131242976	-1
ENSG00000196475	4	80327508	80329372	-1
ENSG00000243364	1	155036207	155042029	1
ENSG00000163297	4	80822303	81046608	-1
ENSG00000129084	11	14515329	14665181	-1
ENSG00000170946	11	31391387	31453396	1
ENSG00000132478	17	73780681	73821886	1
ENSG00000119906	10	102672720	102724893	1
ENSG00000176986	10	75504120	75531919	1
ENSG00000113119	5	140019012	140024993	1
ENSG00000160345	9	138387027	138393580	-1
ENSG00000241794	1	153028589	153030013	-1
ENSG00000160055	1	32680073	32687972	-1
ENSG00000182687	17	74070875	74073622	1
ENSG00000122882	10	74889913	74927853	-1
ENSG00000162755	1	161068151	161070136	1
ENSG00000143590	1	155036224	155060014	1
ENSG00000182473	17	74077098	74117657	-1
ENSG00000144848	3	112251356	112280893	-1
ENSG00000203785	1	153065611	153078660	-1
ENSG00000148950	11	31453948	31531192	-1
ENSG00000186468	5	81569177	81574396	-1
ENSG00000169242	1	155099936	155107333	1
ENSG00000177602	17	3627211	3630067	1
ENSG00000122140	9	138391830	138396519	1
ENSG00000159516	1	153122058	153123345	-1
ENSG00000203784	1	153175919	153177596	1
ENSG00000141519	17	78010435	78074412	1
ENSG00000074356	17	3714460	3749545	-1
ENSG00000203783	1	153190060	153191793	1
ENSG00000084623	1	32687529	32697205	1
ENSG00000092929	17	73823306	73840798	-1
ENSG00000188739	1	235294498	235324772	-1
ENSG00000253304	1	29445940	29450447	-1
ENSG00000111962	6	149068464	149398126	1
ENSG00000109911	11	31531297	31805546	1
ENSG00000151623	4	148999913	149365850	-1
ENSG00000116350	1	29474255	29508499	-1
ENSG00000160349	9	138413284	138418378	1
ENSG00000135355	6	90604188	90605839	1
ENSG00000115137	2	25166505	25194963	-1
ENSG00000122136	9	138437985	138441815	1
ENSG00000112182	6	90636248	91006627	-1
ENSG00000203782	1	153232176	153234598	1
ENSG00000159527	1	153270338	153283194	-1
ENSG00000143256	1	161070346	161087901	-1
ENSG00000186591	7	129470572	129592789	-1
ENSG00000055208	6	149539777	149732749	1
ENSG00000007372	11	31806340	31839509	-1
ENSG00000166796	11	18433854	18473605	1
ENSG00000205464	5	81575281	81682796	1
ENSG00000163218	1	153302596	153321316	-1
ENSG00000142765	1	27668513	27680421	1
ENSG00000169241	1	155107820	155111329	1
ENSG00000221866	7	131808091	132333447	-1
ENSG00000004660	17	3763609	3798185	-1
ENSG00000091640	17	4862521	4871167	-1
ENSG00000239474	2	170366212	170382772	1
ENSG00000196968	10	75532049	75538821	1
ENSG00000116353	1	29519385	29557454	-1
ENSG00000174695	5	82348665	82373682	-1
ENSG00000138459	3	112280556	112304424	1
ENSG00000172586	10	75541805	75543410	1
ENSG00000183615	1	32712834	32714457	1
ENSG00000091732	7	129658126	129691291	-1
ENSG00000004975	17	7128660	7137864	-1
ENSG00000214655	10	75545383	75561551	1
ENSG00000170390	4	150999426	151178609	1
ENSG00000054267	1	235294949	235491534	-1
ENSG00000108405	17	3799886	3819794	-1
ENSG00000171298	17	78075355	78093678	1
ENSG00000138286	10	74927924	75004262	1
ENSG00000182866	1	32716840	32751766	1
ENSG00000108509	17	4871287	4890960	-1
ENSG00000142733	1	27681670	27693383	-1
ENSG00000138399	2	170386259	170430385	-1
ENSG00000163220	1	153330330	153333503	1
ENSG00000163221	1	153346184	153348125	-1
ENSG00000135341	6	91223292	91296764	-1
ENSG00000084710	2	25264999	25378243	1
ENSG00000143546	1	153362508	153363664	-1
ENSG00000177688	6	149721495	149722177	1
ENSG00000148288	9	136028340	136039332	-1
ENSG00000106554	7	132469629	132766848	-1
ENSG00000091986	3	112323407	112368377	-1
ENSG00000163463	1	155141884	155159747	-1
ENSG00000152422	5	82373317	82649606	1
ENSG00000122133	9	138453602	138458801	1
ENSG00000074370	17	3827169	3867736	-1
ENSG00000040633	17	7138347	7143041	-1
ENSG00000178199	6	149768794	149806197	-1
ENSG00000143556	1	153430220	153433177	-1
ENSG00000131558	7	132937829	133751342	1
ENSG00000166800	11	18477371	18501147	1
ENSG00000128607	7	129710350	129773596	1
ENSG00000049449	11	31833939	32127301	1
ENSG00000141543	17	78109013	78120982	-1
ENSG00000152784	4	81105033	81125483	1
ENSG00000197956	1	153507075	153508720	-1
ENSG00000198589	4	151185594	151936879	-1
ENSG00000213551	10	74943120	75008620	-1
ENSG00000163462	1	155145873	155157447	1
ENSG00000038427	5	82767284	82878122	1
ENSG00000116478	1	32757687	32799236	1
ENSG00000092295	14	24718320	24733638	-1
ENSG00000132471	17	73841780	73852588	-1
ENSG00000107281	9	139933922	139940655	-1
ENSG00000003756	3	50126341	50156454	1
ENSG00000166265	21	27838528	27945603	-1
ENSG00000129654	17	74132414	74137380	-1
ENSG00000141576	17	74138534	74236454	-1
ENSG00000131013	6	149825869	149867174	-1
ENSG00000184937	11	32409321	32457176	-1
ENSG00000154734	21	28208606	28217728	-1
ENSG00000166507	10	75561669	75571589	-1
ENSG00000138398	2	170440850	170497916	1
ENSG00000196420	1	153509623	153514241	-1
ENSG00000170296	17	7143333	7146089	-1
ENSG00000198837	1	153901977	153919172	-1
ENSG00000054179	9	139942550	139948497	-1
ENSG00000120314	5	140044261	140053709	1
ENSG00000138675	4	81187753	81257834	1
ENSG00000095539	10	102729275	102745628	1
ENSG00000146842	7	129804555	129847610	-1
ENSG00000175826	17	7146910	7155810	-1
ENSG00000135333	6	93949738	94129265	-1
ENSG00000206531	3	112534556	112565703	-1
ENSG00000196154	1	153516089	153522612	-1
ENSG00000148660	10	75572259	75634343	-1
ENSG00000163606	3	112640056	112693969	-1
ENSG00000175130	1	32799433	32801980	-1
ENSG00000186193	9	139956581	139965040	-1
ENSG00000141527	17	78143791	78183130	1
ENSG00000197826	4	81256874	81884910	1
ENSG00000100949	14	24734744	24740945	-1
ENSG00000149100	11	32605344	32627808	1
ENSG00000142748	1	27695603	27701315	-1
ENSG00000225828	1	32826871	32829879	-1
ENSG00000188487	11	15133970	15268754	1
ENSG00000197355	9	139971953	139978991	1
ENSG00000188015	1	153519805	153521848	-1
ENSG00000185262	17	74261283	74267375	1
ENSG00000115138	2	25383722	25391772	-1
ENSG00000196754	1	153533584	153540366	-1
ENSG00000129646	17	74270130	74303761	-1
ENSG00000154479	2	170501935	170550943	-1
ENSG00000145681	5	82933624	83017432	-1
ENSG00000154736	21	28290231	28338832	-1
ENSG00000174950	1	27705666	27709870	-1
ENSG00000152785	4	81952119	81978685	1
ENSG00000160741	1	153920145	153931101	-1
ENSG00000055211	6	149887430	149912884	1
ENSG00000160058	1	32830704	32860332	-1
ENSG00000138669	4	82009837	82136218	-1
ENSG00000156239	21	30244513	30257693	-1
ENSG00000144362	2	170550975	170558218	1
ENSG00000165120	7	129847700	129856683	1
ENSG00000119772	2	25455845	25565459	-1
ENSG00000155530	7	133812052	133949343	1
ENSG00000213160	2	170550998	170633499	1
ENSG00000188643	1	153579362	153585644	-1
ENSG00000181773	1	27719148	27722318	1
ENSG00000164176	5	83236373	83680611	-1
ENSG00000158195	1	27730730	27816669	-1
ENSG00000163607	3	112709765	112733907	1
ENSG00000170291	17	7154735	7163259	1
ENSG00000205060	7	133974084	134001803	-1
ENSG00000186625	6	149916009	149970108	-1
ENSG00000161542	17	74305567	74380602	-1
ENSG00000189334	1	153586731	153589462	-1
ENSG00000177239	9	139981379	140003635	1
ENSG00000138385	2	170648443	170668574	1
ENSG00000186714	11	32623792	32816204	-1
ENSG00000181523	17	78180515	78194722	-1
ENSG00000143222	1	161122566	161128646	1
ENSG00000127184	5	85913721	85916779	1
ENSG00000132481	17	73870242	73874656	-1
ENSG00000198862	21	30300466	30365277	-1
ENSG00000135378	11	32851489	32879669	1
ENSG00000189171	1	153591263	153606873	-1
ENSG00000060749	11	32914724	33014862	1
ENSG00000163608	3	112721287	112738708	-1
ENSG00000085662	7	134127127	134144036	-1
ENSG00000107815	10	102747124	102754158	1
ENSG00000138670	4	82347547	82393082	-1
ENSG00000181885	17	7163222	7167302	-1
ENSG00000159763	7	142829170	142836839	1
ENSG00000172461	6	96463860	96653420	1
ENSG00000126705	1	27860546	27930942	-1
ENSG00000181856	17	7184986	7191576	1
ENSG00000145715	5	86563705	86687748	1
ENSG00000236398	7	142880512	142881528	1
ENSG00000221937	7	142919130	142920162	1
ENSG00000176170	17	74372665	74383941	1
ENSG00000176978	9	140004994	140009629	-1
ENSG00000197448	7	142941186	142967947	1
ENSG00000141569	17	73876416	73893084	-1
ENSG00000131023	6	149979289	150039392	-1
ENSG00000138279	10	75135203	75173834	-1
ENSG00000121690	11	33037410	33055128	1
ENSG00000143258	1	161129240	161135513	1
ENSG00000181541	4	151503077	151505843	1
ENSG00000014123	6	96969471	97003152	1
ENSG00000145425	4	152020725	152025804	1
ENSG00000160062	1	33005028	33066591	1
ENSG00000204316	17	73894724	73905899	-1
ENSG00000181045	17	78193498	78227299	1
ENSG00000006047	17	7191571	7197934	-1
ENSG00000074755	17	3907739	4046314	-1
ENSG00000107816	10	102756375	102767593	1
ENSG00000176148	11	33060963	33127489	1
ENSG00000175931	17	74385532	74449288	-1
ENSG00000143224	1	161136200	161147803	1
ENSG00000198682	10	89419370	89507462	1
ENSG00000176261	1	33065773	33116504	-1
ENSG00000198074	7	134212344	134226160	1
ENSG00000138382	2	170666591	170681441	-1
ENSG00000000938	1	27938575	27961788	-1
ENSG00000186862	10	102767567	102790890	-1
ENSG00000143578	1	153940010	153946839	1
ENSG00000120253	6	150045451	150070801	-1
ENSG00000157379	14	24759804	24769039	-1
ENSG00000227471	7	134233888	134264592	1
ENSG00000110696	11	16634679	16778649	1
ENSG00000176884	9	140032842	140063207	1
ENSG00000172331	7	134331560	134364565	1
ENSG00000129673	17	74449433	74466199	1
ENSG00000138138	10	89511269	89601100	-1
ENSG00000122786	7	134429003	134655479	1
ENSG00000107819	10	102790991	102800998	1
ENSG00000188878	17	73905655	73937221	-1
ENSG00000144357	2	170683968	170940641	1
ENSG00000176102	11	33098734	33183917	-1
ENSG00000166689	11	16799842	17035990	-1
ENSG00000129667	17	74466973	74497872	-1
ENSG00000162521	1	33116743	33146258	1
ENSG00000120265	6	150070579	150132556	1
ENSG00000126709	1	27992572	27998729	-1
ENSG00000166343	10	75183339	75193319	-1
ENSG00000132522	17	7214643	7218883	-1
ENSG00000156253	21	30376705	30391699	-1
ENSG00000167740	17	4046462	4090605	1
ENSG00000144857	3	112929850	113006303	1
ENSG00000143621	1	153634512	153643524	-1
ENSG00000110422	11	33278218	33378569	1
ENSG00000185722	17	4067201	4167274	-1
ENSG00000143543	1	153946745	153950164	-1
ENSG00000196943	14	24769068	24778330	1
ENSG00000122861	10	75668935	75677255	1
ENSG00000204970	5	140165876	140391929	1
ENSG00000136305	14	24774302	24780655	-1
ENSG00000071909	2	171034655	171511662	1
ENSG00000161544	17	74523438	74547257	-1
ENSG00000009780	1	28052490	28088475	1
ENSG00000214140	17	74523668	74549660	1
ENSG00000156256	21	30396950	30426809	1
ENSG00000143545	1	153954127	153958834	-1
ENSG00000189099	4	152198323	152212605	1
ENSG00000146856	7	134671259	134832715	1
ENSG00000107821	10	102821598	102827888	1
ENSG00000161533	17	73937588	73975515	-1
ENSG00000222047	10	75669727	75682535	-1
ENSG00000120256	6	150139934	150186199	-1
ENSG00000110700	11	17095936	17099334	-1
ENSG00000213906	14	24774940	24781259	1
ENSG00000204969	5	140174444	140391929	1
ENSG00000255408	5	140180783	140391929	1
ENSG00000158850	1	161141100	161147287	-1
ENSG00000204967	5	140186659	140391929	1
ENSG00000206530	3	113005777	113160457	-1
ENSG00000011405	11	17099277	17229530	-1
ENSG00000213903	14	24780656	24787242	1
ENSG00000070731	17	74559792	74583038	-1
ENSG00000204965	5	140201222	140391929	1
ENSG00000122783	7	134777115	134855547	-1
ENSG00000117758	1	28099694	28150963	1
ENSG00000070526	17	74620843	74639920	-1
ENSG00000164520	6	150204511	150219238	-1
ENSG00000107807	10	102889257	102897545	1
ENSG00000081842	5	140207563	140391929	1
ENSG00000129467	14	24787555	24804299	-1
ENSG00000070081	11	17229700	17371521	1
ENSG00000203722	6	150238014	150244257	-1
ENSG00000146859	7	134832824	134850650	1
ENSG00000177954	1	153963235	153964626	1
ENSG00000204963	5	140213969	140391929	1
ENSG00000105875	7	134868590	134896316	-1
ENSG00000138136	10	102986733	102989551	-1
ENSG00000111981	6	150285143	150294844	1
ENSG00000143552	1	153965161	154127592	-1
ENSG00000163611	3	113161565	113234034	-1
ENSG00000257949	17	73975301	73996667	1
ENSG00000249158	5	140248689	140391929	1
ENSG00000158859	1	161159538	161168846	-1
ENSG00000155918	6	150339470	150346668	-1
ENSG00000182534	17	74668633	74707098	-1
ENSG00000131019	6	150384286	150390231	-1
ENSG00000251664	5	140255058	140391929	1
ENSG00000158864	1	161166894	161184185	1
ENSG00000250506	17	73996987	74002080	1
ENSG00000070495	17	74708919	74722866	-1
ENSG00000167880	17	74000583	74023533	-1
ENSG00000146857	7	134916731	134943244	1
ENSG00000080802	7	135046547	135194875	-1
ENSG00000156261	21	30428126	30446118	-1
ENSG00000158747	1	19967048	19984945	1
ENSG00000110651	11	2397407	2418627	1
ENSG00000181038	17	74722912	74730018	1
ENSG00000166171	10	103330317	103369425	1
ENSG00000147679	8	117778742	117861702	1
ENSG00000138650	4	134070470	134129356	1
ENSG00000143970	2	25960557	26101385	-1
ENSG00000177468	6	137813336	137815531	-1
ENSG00000118503	6	138188351	138204449	1
ENSG00000164754	8	117858174	117887105	-1
ENSG00000189184	4	138440072	138453648	-1
ENSG00000143549	1	154127784	154167124	-1
ENSG00000158748	1	19991780	20006055	1
ENSG00000136535	2	162272605	162282381	1
ENSG00000162542	1	20008706	20126438	-1
ENSG00000166169	10	103338639	103348027	-1
ENSG00000151012	4	139085251	139163503	-1
ENSG00000106992	9	130628759	130640022	-1
ENSG00000170270	14	93669239	93673439	-1
ENSG00000132563	5	137774706	137782658	1
ENSG00000012963	14	93673401	93695561	1
ENSG00000114113	3	139171726	139199589	-1
ENSG00000161547	17	74730197	74733456	-1
ENSG00000184281	11	2421718	2425106	1
ENSG00000112378	6	138411923	138428648	-1
ENSG00000175766	5	176057683	176073642	1
ENSG00000152292	2	85645844	85664152	1
ENSG00000155561	7	135242667	135333505	1
ENSG00000158869	1	161185024	161190489	1
ENSG00000196917	12	123104824	123215390	-1
ENSG00000144290	2	162280843	162841792	1
ENSG00000114115	3	139236276	139258671	-1
ENSG00000255398	12	123199303	123201439	-1
ENSG00000011198	3	43731605	43775863	1
ENSG00000139726	12	123237321	123255611	1
ENSG00000084731	2	26149471	26205618	-1
ENSG00000215203	4	42895284	43032675	1
ENSG00000070985	11	2425745	2444275	-1
ENSG00000183783	4	44175926	44450824	-1
ENSG00000048140	5	176074388	176086058	1
ENSG00000129465	14	24805227	24809251	-1
ENSG00000177752	4	44624086	44680573	-1
ENSG00000092931	17	74731947	74777531	1
ENSG00000011114	14	93703896	93799438	-1
ENSG00000158874	1	161192082	161193421	-1
ENSG00000151014	4	139936943	139966906	1
ENSG00000178828	1	20140523	20141771	-1
ENSG00000112379	6	138483058	138665800	1
ENSG00000169914	1	20209006	20239438	1
ENSG00000163864	3	139279022	139396859	-1
ENSG00000130783	12	123258874	123312075	1
ENSG00000173769	3	44283378	44373590	1
ENSG00000164509	5	55147207	55218678	1
ENSG00000109381	4	139949266	140098372	-1
ENSG00000188784	1	20246502	20250110	-1
ENSG00000158882	1	161195793	161200408	1
ENSG00000188257	1	20301925	20306932	-1
ENSG00000151806	4	44680444	44702943	1
ENSG00000188716	10	76797594	76818272	-1
ENSG00000205002	8	117950438	117956726	1
ENSG00000079393	10	76854190	76868976	-1
ENSG00000160408	9	130647600	130667687	-1
ENSG00000120738	5	137801179	137805004	1
ENSG00000168906	2	85766288	85772403	1
ENSG00000100968	14	24834879	24848810	1
ENSG00000158258	3	139654027	140286919	1
ENSG00000179152	3	44379611	44450943	1
ENSG00000243317	7	135347244	135378166	1
ENSG00000113763	5	176237478	176307897	1
ENSG00000164756	8	117962512	118188953	1
ENSG00000254440	6	138537123	138539628	-1
ENSG00000164707	7	135365985	135412952	-1
ENSG00000137463	4	140187317	140201492	-1
ENSG00000051620	6	138724668	138734310	1
ENSG00000115993	2	202241930	202316302	-1
ENSG00000127472	1	20354672	20417683	1
ENSG00000167889	17	74864538	74946475	1
ENSG00000133958	14	93799565	94174222	1
ENSG00000109390	4	140188034	140223705	-1
ENSG00000155890	3	140396881	140419992	1
ENSG00000130787	12	123319000	123347507	1
ENSG00000160883	5	176307870	176326333	-1
ENSG00000084733	2	26256976	26360323	1
ENSG00000113013	5	137890571	137911133	-1
ENSG00000152104	1	214530851	214725792	-1
ENSG00000114120	3	140660672	140698775	1
ENSG00000053918	11	2465914	2870221	1
ENSG00000156265	21	30449792	30548210	1
ENSG00000163281	4	44703885	44728612	-1
ENSG00000164758	8	118532952	118552501	1
ENSG00000081148	3	100945570	101039404	-1
ENSG00000115486	2	85774743	85788670	-1
ENSG00000135540	6	138743180	139013708	-1
ENSG00000117215	1	20438432	20446050	-1
ENSG00000087206	5	176332006	176449634	-1
ENSG00000182197	8	118806729	119124092	-1
ENSG00000138468	3	101043049	101232085	-1
ENSG00000158786	1	20465819	20476879	1
ENSG00000134352	5	55230923	55290821	-1
ENSG00000157833	2	26395960	26412513	1
ENSG00000187980	1	20487746	20503917	-1
ENSG00000082146	2	202252581	202345569	1
ENSG00000162543	1	20512578	20522541	1
ENSG00000164134	4	140222609	140341187	1
ENSG00000163285	4	46037786	46126098	-1
ENSG00000158816	1	20617412	20681387	1
ENSG00000143257	1	161199456	161208092	-1
ENSG00000151834	4	46250444	46477247	-1
ENSG00000175093	3	140770244	140867453	1
ENSG00000136840	9	130670165	130679317	-1
ENSG00000155893	3	140947568	141013748	1
ENSG00000024862	6	139094657	139114456	1
ENSG00000177570	8	119201698	119634234	-1
ENSG00000203734	6	139117063	139225207	1
ENSG00000185219	3	44481262	44519162	-1
ENSG00000254827	11	2909010	2924970	-1
ENSG00000117724	1	214776538	214837931	1
ENSG00000197635	2	162848751	162931052	-1
ENSG00000110628	11	2920951	2946476	1
ENSG00000084754	2	26413504	26467594	-1
ENSG00000155754	2	202352148	202483901	-1
ENSG00000113761	5	176449697	176508190	1
ENSG00000170516	4	46736844	46911252	-1
ENSG00000187581	14	93813537	93814702	1
ENSG00000167103	9	130683158	130693076	-1
ENSG00000175785	14	94184644	94254827	-1
ENSG00000164512	5	55395507	55529186	-1
ENSG00000139722	12	123349882	123380991	-1
ENSG00000135597	6	139224630	139309398	-1
ENSG00000184374	8	120007691	120118821	1
ENSG00000177311	3	141043055	141168634	1
ENSG00000109158	4	46920917	46996424	-1
ENSG00000136999	8	120428546	120436593	1
ENSG00000162545	1	20808884	20812713	-1
ENSG00000118640	2	85788685	85809154	1
ENSG00000140067	14	94385240	94395954	1
ENSG00000150967	12	123405498	123466196	-1
ENSG00000155755	2	202484907	202508293	-1
ENSG00000082482	1	215179118	215410436	1
ENSG00000100628	14	94400499	94443137	-1
ENSG00000044115	5	137946656	138270723	1
ENSG00000136960	8	120569326	120685693	-1
ENSG00000160867	5	176513887	176525145	1
ENSG00000163288	4	46995740	47428461	1
ENSG00000168899	2	85811531	85820535	1
ENSG00000168894	2	85822848	85824736	1
ENSG00000138029	2	26466038	26513336	1
ENSG00000181649	11	2949503	2950685	-1
ENSG00000090432	1	20825943	20834654	-1
ENSG00000144792	3	44619715	44641186	1
ENSG00000205531	11	2965667	3013607	-1
ENSG00000225940	5	55807394	55902059	-1
ENSG00000155903	3	141205889	141334184	1
ENSG00000095015	5	56111401	56191979	1
ENSG00000174173	3	101280706	101285290	1
ENSG00000081154	3	101292939	101313281	1
ENSG00000172007	4	140374386	140397763	1
ENSG00000169019	4	47452885	47465736	-1
ENSG00000145391	4	140417243	140477928	-1
ENSG00000183114	1	20878932	20881512	1
ENSG00000158825	1	20915441	20945401	1
ENSG00000168890	2	85825671	85830319	-1
ENSG00000115263	2	162999392	163008914	-1
ENSG00000082126	2	202509593	202563417	-1
ENSG00000158828	1	20959948	20978004	1
ENSG00000156273	21	30566392	31009660	1
ENSG00000136908	9	130697378	130700763	-1
ENSG00000085871	4	140586922	140661899	1
ENSG00000089723	14	94492675	94515276	1
ENSG00000078098	2	163027194	163101661	-1
ENSG00000145246	4	47487305	47595503	1
ENSG00000244038	1	20978270	20988000	-1
ENSG00000114125	3	141457046	141466402	1
ENSG00000089737	14	94517266	94547591	-1
ENSG00000167106	9	130702858	130742812	-1
ENSG00000196782	4	140640419	141075338	-1
ENSG00000169981	3	44690219	44702283	1
ENSG00000114124	3	141496990	141537332	1
ENSG00000107831	10	103530081	103535827	-1
ENSG00000182504	3	101442769	101489406	1
ENSG00000117245	1	20990507	21044510	-1
ENSG00000165671	5	176560026	176727216	1
ENSG00000155542	5	56205087	56221359	1
ENSG00000153130	4	141178440	141303710	1
ENSG00000136636	1	215740735	215795073	1
ENSG00000110619	11	3022152	3078843	-1
ENSG00000069849	3	141594966	141645356	1
ENSG00000196653	3	44754135	44765323	1
ENSG00000153132	4	141309609	141349122	-1
ENSG00000144815	3	101498046	101547073	1
ENSG00000165948	14	94547628	94570192	1
ENSG00000003393	2	202565277	202645912	-1
ENSG00000064313	8	120743015	120845103	-1
ENSG00000155545	5	56215429	56267502	-1
ENSG00000144802	3	101546835	101579866	1
ENSG00000171169	9	130823512	130830485	-1
ENSG00000186446	3	44771088	44778575	1
ENSG00000205301	4	141363416	141419531	-1
ENSG00000111325	12	123459127	123464590	1
ENSG00000168883	2	85829979	85876406	1
ENSG00000171189	21	30909254	31312351	-1
ENSG00000114126	3	141663277	141868386	-1
ENSG00000146006	5	138208179	138211057	-1
ENSG00000173567	2	26531041	26569685	-1
ENSG00000179387	4	141445312	141474924	1
ENSG00000115267	2	163123589	163175213	-1
ENSG00000163807	3	44779153	44803154	-1
ENSG00000148339	9	130830480	130871524	1
ENSG00000145244	4	47596015	47840123	-1
ENSG00000107833	10	103541082	103543170	-1
ENSG00000146386	6	139349819	139364439	1
ENSG00000120725	5	138282409	138629246	-1
ENSG00000136982	8	120846216	120868250	-1
ENSG00000169228	5	176728199	176730745	-1
ENSG00000163808	3	44803209	44914868	1
ENSG00000155792	8	120885957	121063152	1
ENSG00000112406	6	139456249	139501939	1
ENSG00000189410	1	21046225	21059330	-1
ENSG00000198408	10	103544200	103578696	-1
ENSG00000164440	6	139561198	139613276	-1
ENSG00000109424	4	141480588	141489959	-1
ENSG00000109436	4	141541919	141677274	-1
ENSG00000213347	5	176728462	176739758	-1
ENSG00000187955	8	121072019	121384275	1
ENSG00000164442	6	139693393	139695757	-1
ENSG00000165949	14	94571182	94583033	1
ENSG00000107164	9	133454352	133513739	1
ENSG00000170044	3	101818088	102198685	1
ENSG00000138018	2	26531415	26618759	1
ENSG00000135577	6	142379467	142409936	-1
ENSG00000115271	2	163175350	163228105	1
ENSG00000042781	1	215796236	216596738	-1
ENSG00000138395	2	202655184	202760273	1
ENSG00000203733	6	142454227	142456288	1
ENSG00000167703	17	1477673	1532180	-1
ENSG00000009844	6	142468367	142542085	1
ENSG00000156282	21	31538241	31538971	-1
ENSG00000127483	1	21069154	21113816	-1
ENSG00000156284	21	31586324	31588391	-1
ENSG00000188694	21	31653629	31655276	-1
ENSG00000232263	21	31661463	31661832	-1
ENSG00000170017	3	105085753	105295744	1
ENSG00000205978	14	24867992	24888494	1
ENSG00000169230	5	176730775	176733960	1
ENSG00000197683	21	31691452	31692607	-1
ENSG00000206107	21	31709331	31710012	-1
ENSG00000062194	5	56469775	56560505	1
ENSG00000248485	1	161228517	161255240	1
ENSG00000186980	21	31720717	31720924	-1
ENSG00000182816	21	31743709	31744557	-1
ENSG00000157856	2	26624784	26679579	1
ENSG00000130711	9	133539981	133558368	1
ENSG00000117643	1	25943959	26112698	1
ENSG00000175066	3	141882414	141944449	-1
ENSG00000170153	4	141786725	142134031	-1
ENSG00000198390	21	31768392	31769136	1
ENSG00000158887	1	161274525	161279762	-1
ENSG00000166471	11	9302201	9336327	-1
ENSG00000119632	14	94594116	94596590	-1
ENSG00000182196	12	123464333	123467456	1
ENSG00000139899	14	24895738	24900160	-1
ENSG00000186970	21	31812597	31813070	1
ENSG00000170448	4	47849257	47916653	-1
ENSG00000184351	21	31852018	31852663	-1
ENSG00000015479	5	138609441	138667360	1
ENSG00000130713	9	133569108	133580248	1
ENSG00000169223	5	176758563	176778853	-1
ENSG00000100441	14	24898492	24910540	1
ENSG00000176956	8	144239331	144242128	-1
ENSG00000148334	9	130882972	130890741	-1
ENSG00000119698	14	94612465	94746072	1
ENSG00000244025	21	31863782	31864275	-1
ENSG00000143252	1	161284047	161332984	1
ENSG00000114127	3	142025449	142166904	-1
ENSG00000205339	11	9406169	9469673	1
ENSG00000140093	14	94749650	94759608	-1
ENSG00000021762	11	3108346	3187969	-1
ENSG00000115155	2	26680071	26781566	-1
ENSG00000170099	14	94770585	94789731	-1
ENSG00000162430	1	26126667	26144713	1
ENSG00000169067	5	56775846	56778636	-1
ENSG00000145632	5	57749809	57756087	-1
ENSG00000109445	4	142142041	142155851	1
ENSG00000250571	8	144349603	144359101	1
ENSG00000155760	2	202899310	202903160	1
ENSG00000184611	2	163227917	163695240	-1
ENSG00000169220	5	176784838	176799602	1
ENSG00000168887	2	85833777	85839189	-1
ENSG00000074660	17	1537152	1549041	-1
ENSG00000100445	14	24908972	24912111	-1
ENSG00000169964	3	44903361	44907162	1
ENSG00000182329	2	202937978	203062585	1
ENSG00000112414	6	142622991	142767403	1
ENSG00000097007	9	133589333	133763062	1
ENSG00000196482	1	216676588	217311097	-1
ENSG00000186967	21	31869142	31869451	-1
ENSG00000075151	1	21132972	21503377	-1
ENSG00000186977	21	31873975	31874435	-1
ENSG00000206106	21	31962424	31962716	-1
ENSG00000185730	8	144371846	144380231	1
ENSG00000212938	21	31964759	31965394	1
ENSG00000166478	11	9481866	9550071	1
ENSG00000186930	21	31970909	31971219	-1
ENSG00000182263	2	164449906	164592522	-1
ENSG00000186924	21	31973414	31973612	1
ENSG00000197249	14	94843084	94857030	-1
ENSG00000184724	21	31985750	31986249	-1
ENSG00000244624	21	31988750	31989003	1
ENSG00000115290	2	165349322	165478358	-1
ENSG00000206105	21	31992946	31993169	1
ENSG00000131183	5	176806236	176825849	1
ENSG00000184032	21	32007555	32007938	1
ENSG00000206104	21	32015183	32015455	1
ENSG00000231068	21	32090843	32091095	-1
ENSG00000172172	8	121393000	121457642	-1
ENSG00000164136	4	142557752	142655140	1
ENSG00000148346	9	130911350	130915734	1
ENSG00000117640	1	26145131	26159432	1
ENSG00000196570	5	176827108	176827637	-1
ENSG00000131187	5	176829141	176836577	-1
ENSG00000163293	4	47916159	48042188	1
ENSG00000114423	3	105374305	105588396	-1
ENSG00000055044	2	203130439	203168389	1
ENSG00000172167	8	121457640	121554373	1
ENSG00000168878	2	85884437	85895864	-1
ENSG00000184428	8	144386554	144442149	-1
ENSG00000090975	12	123468027	123634562	-1
ENSG00000198515	4	47937994	48018689	-1
ENSG00000082438	2	165510134	165700189	-1
ENSG00000198055	5	176830205	176869902	1
ENSG00000167705	17	1549444	1553371	-1
ENSG00000151917	6	56819773	56892140	1
